-- state,locality,postcode_range
MG,Japonvar,39335-000 a 39335-999
MG,Jaíba,39508-000 a 39509-999
MG,Jeceaba,35497-000 a 35499-999
MG,Jenipapo de Minas,39645-000 a 39647-999
MG,Jequeri,35390-000 a 35399-999
MG,Jequitaí,39370-000 a 39372-999
MG,Jequitibá,35767-000 a 35769-999
MG,Jequitinhonha,39960-000 a 39969-999
MG,Jesuânia,37485-000 a 37487-999
MG,Joanésia,35194-000 a 35194-999
MG,Joaquim Felício,39240-000 a 39242-999
MG,Joaíma,39890-000 a 39892-999
MG,Jordânia,39920-000 a 39924-999
MG,Josenópolis,39575-000 a 39579-999
MG,José Gonçalves de Minas,39642-000 a 39643-999
MG,José Raydan,39775-000 a 39779-999
MG,João Monlevade,35930-001 a 35934-999
MG,João Monlevade,35930-001 a 35934-999
MG,João Pinheiro,38770-000 a 38778-999
MG,Juatuba,35675-000 a 35679-999
MG,Juiz de Fora,36000-001 a 36107-999
MG,Juiz de Fora,36000-001 a 36099-999
MG,Juramento,39590-000 a 39591-999
MG,Juruaia,37805-000 a 37809-999
MG,Juvenília,39467-000 a 39469-999
MG,Ladainha,39825-000 a 39826-999
MG,Lagamar,38785-000 a 38789-999
MG,Lagoa Dourada,36345-000 a 36349-999
MG,Lagoa Formosa,38720-000 a 38729-999
MG,Lagoa Grande,38755-000 a 38759-999
MG,Lagoa Santa,33230-001 a 33249-999
MG,Lagoa Santa,33230-001 a 33241-999
MG,Lagoa da Prata,35590-001 a 35594-999
MG,Lagoa da Prata,35590-001 a 35593-999
MG,Lagoa dos Patos,39360-000 a 39362-999
MG,Lajinha,36980-000 a 36984-999
MG,Lambari,37480-000 a 37483-999
MG,Lamim,36455-000 a 36459-999
MG,Laranjal,36760-000 a 36769-999
MG,Lassance,39250-000 a 39259-999
MG,Lavras,37200-001 a 37209-999
MG,Lavras,37200-001 a 37209-999
MG,Leandro Ferreira,35657-000 a 35659-999
MG,Leme do Prado,39655-000 a 39659-999
MG,Leopoldina,36700-001 a 36709-999
MG,Leopoldina,36700-001 a 36707-999
MG,Liberdade,37350-000 a 37359-999
MG,Lima Duarte,36140-000 a 36144-999
MG,Limeira do Oeste,38295-000 a 38299-999
MG,Lontra,39437-000 a 39439-999
MG,Luisburgo,36923-000 a 36924-999
MG,Luislândia,39336-000 a 39337-999
MG,Luminárias,37240-000 a 37244-999
MG,Luz,35595-000 a 35599-999
MG,Machacalis,39873-000 a 39873-999
MG,Machado,37750-000 a 37756-999
MG,Madre de Deus de Minas,37305-000 a 37309-999
MG,Malacacheta,39690-000 a 39694-999
MG,Mamonas,39516-000 a 39516-999
MG,Manga,39460-000 a 39464-999
MG,Manhuaçu,36900-001 a 36912-999
MG,Manhuaçu,36900-001 a 36908-999
MG,Manhumirim,36970-000 a 36971-999
MG,Mantena,35290-000 a 35297-999
MG,Mar de Espanha,36640-000 a 36649-999
MG,Maravilhas,35666-000 a 35666-999
MG,Maria da Fé,37517-000 a 37519-999
MG,Mariana,35420-001 a 35429-999
MG,Mariana,35420-001 a 35427-999
MG,Marilac,35115-000 a 35115-999
MG,Maripá de Minas,36608-000 a 36609-999
MG,Marliéria,35185-000 a 35187-999
MG,Marmelópolis,37516-000 a 37516-999
MG,Martinho Campos,35606-000 a 35609-999
MG,Martins Soares,36972-000 a 36973-999
MG,Mata Verde,39915-000 a 39916-999
MG,Materlândia,39755-000 a 39764-999
MG,Mateus Leme,35670-000 a 35674-999
MG,Mathias Lobato,35110-000 a 35111-999
MG,Matias Barbosa,36120-000 a 36122-999
MG,Matias Cardoso,39478-000 a 39479-999
MG,Matipó,35367-000 a 35367-999
MG,Mato Verde,39527-000 a 39528-999
MG,Matozinhos,35720-000 a 35729-999
MG,Matutina,38870-000 a 38879-999
MG,Medeiros,38930-000 a 38949-999
MG,Medina,39620-000 a 39624-999
MG,Mendes Pimentel,35270-000 a 35274-999
MG,Mercês,36190-000 a 36194-999
MG,Mesquita,35116-000 a 35116-999
MG,Minas Novas,39650-000 a 39654-999
MG,Minduri,37447-000 a 37449-999
MG,Mirabela,39373-000 a 39377-999
MG,Miradouro,36893-000 a 36894-999
MG,Miravânia,39465-000 a 39466-999
MG,Miraí,36790-000 a 36792-999
MG,Moeda,35470-000 a 35472-999
MG,Moema,35604-000 a 35605-999
MG,Monjolos,39215-000 a 39218-999
MG,Monsenhor Paulo,37405-000 a 37406-999
MG,Montalvânia,39495-000 a 39499-999
MG,Monte Alegre de Minas,38475-000 a 38479-999
MG,Monte Azul,39500-000 a 39504-999
MG,Monte Belo,37115-000 a 37119-999
MG,Monte Carmelo,38500-000 a 38509-999
MG,Monte Formoso,39893-000 a 39894-999
MG,Monte Santo de Minas,37968-000 a 37969-999
MG,Monte Sião,37580-000 a 37581-999
MG,Montes Claros,39400-001 a 39429-999
MG,Montes Claros,39400-001 a 39422-999
MG,Montezuma,39547-000 a 39549-999
MG,Morada Nova de Minas,35628-000 a 35629-999
MG,Morro da Garça,39248-000 a 39249-999
MG,Morro do Pilar,35875-000 a 35877-999
MG,Munhoz,37620-000 a 37629-999
MG,Muriaé,36880-001 a 36892-999
MG,Muriaé,36880-001 a 36891-999
MG,Mutum,36955-000 a 36959-999
MG,Muzambinho,37890-000 a 37899-999
MG,Mário Campos,32470-000 a 32499-999
MG,Nacip Raydan,39718-000 a 39719-999
MG,Nanuque,39860-000 a 39863-999
MG,Naque,35117-000 a 35117-999
MG,Natalândia,38658-000 a 38659-999
MG,Natércia,37524-000 a 37526-999
MG,Nazareno,36370-000 a 36389-999
MG,Nepomuceno,37250-000 a 37259-999
MG,Ninheira,39553-000 a 39554-999
MG,Nova Belém,35298-000 a 35299-999
MG,Nova Era,35920-000 a 35929-999
MG,Nova Lima,34000-001 a 34019-999
MG,Nova Lima,34000-001 a 34019-999
MG,Nova Módica,35113-000 a 35113-999
MG,Nova Ponte,38160-000 a 38169-999
MG,Nova Porteirinha,39525-000 a 39525-999
MG,Nova Resende,37860-000 a 37879-999
MG,Nova Serrana,35520-001 a 35529-999
MG,Nova Serrana,35520-001 a 35528-899
MG,Nova União,34990-000 a 34999-999
MG,Novo Cruzeiro,39820-000 a 39824-999
MG,Novo Oriente de Minas,39817-000 a 39817-999
MG,Novorizonte,39568-000 a 39568-999
MG,Olaria,36145-000 a 36145-999
MG,Olhos D'Água,39398-000 a 39399-999
MG,Oliveira,35540-000 a 35542-999
MG,Oliveira Fortes,36250-000 a 36254-999
MG,Olímpio Noronha,37488-000 a 37489-999
MG,Onça de Pitangui,35655-000 a 35656-999
MG,Oratórios,35439-000 a 35439-999
MG,Orizânia,36828-000 a 36829-999
MG,Ouro Branco,36420-000 a 36421-999
MG,Ouro Fino,37570-000 a 37575-999
MG,Ouro Preto,35400-000 a 35419-999
MG,Ouro Verde de Minas,39855-000 a 39859-999
MG,Padre Carvalho,39573-000 a 39574-999
MG,Padre Paraíso,39818-000 a 39819-999
MG,Pai Pedro,39517-000 a 39517-999
MG,Paineiras,35622-000 a 35623-999
MG,Pains,35582-000 a 35584-999
MG,Paiva,36195-000 a 36199-999
MG,Palma,36750-000 a 36759-999
MG,Palmópolis,39945-000 a 39949-999
MG,Papagaios,35669-000 a 35669-999
MG,Paracatu,38600-001 a 38609-999
MG,Paracatu,38600-001 a 38609-999
MG,Paraguaçu,37120-000 a 37129-999
MG,Paraisópolis,37660-000 a 37669-999
MG,Paraopeba,35774-000 a 35776-999
MG,Pará de Minas,35660-001 a 35665-999
MG,Pará de Minas,35660-001 a 35664-999
MG,Passa Quatro,37460-000 a 37463-999
MG,Passa Tempo,35537-000 a 35539-999
MG,Passa Vinte,37330-000 a 37339-999
MG,Passabém,35810-000 a 35814-999
MG,Passos,37900-001 a 37904-999
MG,Passos,37900-001 a 37904-999
MG,Patis,39378-000 a 39379-999
MG,Patos de Minas,38700-001 a 38719-999
MG,Patos de Minas,38700-001 a 38709-999
MG,Patrocínio,38740-001 a 38749-999
MG,Patrocínio,38740-001 a 38748-999
MG,Patrocínio do Muriaé,36860-000 a 36869-999
MG,Paula Cândido,36544-000 a 36545-999
MG,Paulistas,39765-000 a 39769-999
MG,Pavão,39814-000 a 39814-999
MG,Pedra Azul,39970-000 a 39979-999
MG,Pedra Bonita,35364-000 a 35364-999
MG,Pedra Dourada,36847-000 a 36849-999
MG,Pedra do Anta,36585-000 a 36589-999
MG,Pedra do Indaiá,35565-000 a 35566-999
MG,Pedralva,37520-000 a 37523-999
MG,Pedras de Maria da Cruz,39492-000 a 39494-999
MG,Pedrinópolis,38178-000 a 38179-999
MG,Pedro Leopoldo,33250-001 a 33259-999
MG,Pedro Leopoldo,33250-001 a 33259-999
MG,Pedro Teixeira,36148-000 a 36149-999
MG,Pequeri,36610-000 a 36619-999
MG,Pequi,35667-000 a 35667-999
MG,Perdigão,35545-000 a 35546-999
MG,Perdizes,38170-000 a 38174-999
MG,Perdões,37260-000 a 37261-999
MG,Periquito,35118-000 a 35119-999
MG,Pescador,35114-000 a 35114-999
MG,Peçanha,39700-000 a 39702-999
MG,Piau,36157-000 a 36159-999
MG,Piedade de Caratinga,35325-000 a 35325-999
MG,Piedade de Ponte Nova,35382-000 a 35382-999
MG,Piedade do Rio Grande,36227-000 a 36229-999
MG,Piedade dos Gerais,35476-000 a 35477-999
MG,Pimenta,35585-000 a 35587-999
MG,Pingo-D'Água,35348-000 a 35349-999
MG,Pintópolis,39317-000 a 39317-999
MG,Piracema,35536-000 a 35536-999
MG,Pirajuba,38210-000 a 38219-999
MG,Piranga,36480-000 a 36499-999
MG,Piranguinho,37508-000 a 37509-999
MG,Piranguçu,37511-000 a 37511-999
MG,Pirapetinga,36730-000 a 36739-999
MG,Pirapora,39270-001 a 39279-999
MG,Pirapora,39270-001 a 39277-999
MG,Piraúba,36170-000 a 36179-999
MG,Pitangui,35650-000 a 35654-999
MG,Piumhi,37925-000 a 37925-999
MG,Planura,38220-000 a 38229-999
MG,Pocrane,36960-000 a 36969-999
MG,Pompéu,35640-000 a 35649-999
MG,Ponte Nova,35430-001 a 35435-999
MG,Ponte Nova,35430-001 a 35434-999
MG,Ponto Chique,39328-000 a 39329-999
MG,Ponto dos Volantes,39615-000 a 39619-999
MG,Porteirinha,39520-000 a 39524-999
MG,Porto Firme,36568-000 a 36569-999
MG,Poté,39827-000 a 39829-999
MG,Pouso Alegre,37550-001 a 37562-999
MG,Pouso Alegre,37550-001 a 37561-999
MG,Pouso Alto,37468-000 a 37469-999
MG,Poço Fundo,37757-000 a 37759-999
MG,Poços de Caldas,37700-001 a 37719-999
MG,Poços de Caldas,37700-001 a 37719-999
MG,Prados,36320-000 a 36324-999
MG,Prata,38140-000 a 38149-999
MG,Pratinha,38960-000 a 38969-999
MG,Pratápolis,37970-000 a 37972-999
MG,Presidente Bernardes,36475-000 a 36479-999
MG,Presidente Juscelino,39245-000 a 39247-999
MG,Presidente Kubitschek,39135-000 a 39139-999
MG,Presidente Olegário,38750-000 a 38754-999
MG,Prudente de Morais,35738-000 a 35739-999
MG,Quartel Geral,35625-000 a 35627-999
MG,Queluzito,36424-000 a 36425-999
MG,Raposos,34400-000 a 34499-999
MG,Raul Soares,35350-000 a 35358-999
MG,Recreio,36740-000 a 36749-999
MG,Reduto,36920-000 a 36922-999
MG,Resende Costa,36340-000 a 36344-999
MG,Resplendor,35230-000 a 35239-999
MG,Ressaquinha,36270-000 a 36271-999
MG,Riachinho,38640-000 a 38648-999
MG,Riacho dos Machados,39529-000 a 39529-999
MG,Ribeirão Vermelho,37264-000 a 37266-999
MG,Ribeirão das Neves,33800-001 a 33979-999
MG,Ribeirão das Neves,33800-001 a 33979-999
MG,Rio Acima,34300-000 a 34399-999
MG,Rio Casca,35370-000 a 35379-999
MG,Rio Doce,35442-000 a 35443-999
MG,Rio Espera,36460-000 a 36469-999
MG,Rio Manso,35485-000 a 35487-999
MG,Rio Novo,36150-000 a 36151-999
MG,Rio Paranaíba,38810-000 a 38819-999
MG,Rio Pardo de Minas,39530-000 a 39534-999
MG,Rio Piracicaba,35940-000 a 35949-999
MG,Rio Pomba,36180-000 a 36184-999
MG,Rio Preto,36130-000 a 36131-999
MG,Rio Vermelho,39170-000 a 39179-999
MG,Rio do Prado,39940-000 a 39944-999
MG,Ritápolis,36335-000 a 36339-999
MG,Rochedo de Minas,36604-000 a 36605-999
MG,Rodeiro,36510-000 a 36511-999
MG,Romaria,38520-000 a 38524-999
MG,Rosário da Limeira,36878-000 a 36879-999
MG,Rubelita,39565-000 a 39567-999
MG,Rubim,39950-000 a 39959-999
MG,Sabará,34500-001 a 34799-999
MG,Sabará,34500-001 a 34739-999
MG,Sabinópolis,39750-000 a 39754-999
MG,Sacramento,38190-000 a 38194-999
MG,Salinas,39560-000 a 39562-999
MG,Salto da Divisa,39925-000 a 39927-999
MG,Santa Bárbara,35960-000 a 35968-999
MG,Santa Bárbara do Leste,35328-000 a 35329-999
MG,Santa Bárbara do Monte Verde,36132-000 a 36134-999
MG,Santa Bárbara do Tugúrio,36215-000 a 36219-999
MG,Santa Cruz de Minas,36328-000 a 36329-999
MG,Santa Cruz de Salinas,39563-000 a 39564-999
MG,Santa Cruz do Escalvado,35383-000 a 35387-999
MG,Santa Efigênia de Minas,39725-000 a 39727-999
MG,Santa Fé de Minas,39295-000 a 39299-999
MG,Santa Helena de Minas,39874-000 a 39874-999
MG,Santa Juliana,38175-000 a 38177-999
MG,Santa Luzia,33000-001 a 33199-999
MG,Santa Luzia,33000-001 a 33199-999
MG,Santa Margarida,36913-000 a 36917-999
MG,Santa Maria de Itabira,35910-000 a 35919-999
MG,Santa Maria do Salto,39928-000 a 39929-999
MG,Santa Maria do Suaçuí,39780-000 a 39783-999
MG,Santa Rita de Caldas,37775-000 a 37779-999
MG,Santa Rita de Jacutinga,36135-000 a 36139-999
MG,Santa Rita de Minas,35326-000 a 35327-999
MG,Santa Rita do Ibitipoca,36235-000 a 36239-999
MG,Santa Rita do Itueto,35225-000 a 35229-999
MG,Santa Rita do Sapucaí,37540-000 a 37541-999
MG,Santa Rosa da Serra,38805-000 a 38809-999
MG,Santa Vitória,38320-000 a 38349-999
MG,Santana da Vargem,37195-000 a 37199-999
MG,Santana de Cataguases,36795-000 a 36799-999
MG,Santana de Pirapama,35785-000 a 35788-999
MG,Santana do Deserto,36620-000 a 36629-999
MG,Santana do Garambéu,36146-000 a 36147-999
MG,Santana do Jacaré,37278-000 a 37279-999
MG,Santana do Manhuaçu,36940-000 a 36946-999
MG,Santana do Paraíso,35179-000 a 35179-999
MG,Santana do Riacho,35845-000 a 35849-999
MG,Santana dos Montes,36430-000 a 36439-999
MG,Santo Antônio do Amparo,37262-000 a 37263-999
MG,Santo Antônio do Aventureiro,36670-000 a 36679-999
MG,Santo Antônio do Grama,35388-000 a 35389-999
MG,Santo Antônio do Itambé,39160-000 a 39164-999
MG,Santo Antônio do Jacinto,39935-000 a 39939-999
MG,Santo Antônio do Monte,35560-000 a 35564-999
MG,Santo Antônio do Retiro,39538-000 a 39539-999
MG,Santo Antônio do Rio Abaixo,35880-000 a 35893-999
MG,Santo Hipólito,39210-000 a 39214-999
MG,Santos Dumont,36240-001 a 36249-999
MG,Santos Dumont,36240-001 a 36247-999
MG,Sapucaí-Mirim,37690-000 a 37699-999
MG,Sardoá,39728-000 a 39729-999
MG,Sarzedo,32450-000 a 32469-999
MG,Sem Peixe,35441-000 a 35441-999
MG,Senador Amaral,37615-000 a 37619-999
MG,Senador Cortes,36650-000 a 36659-999
MG,Senador Firmino,36540-000 a 36541-999
MG,Senador José Bento,37586-000 a 37587-999
MG,Senador Modestino Gonçalves,39190-000 a 39199-999
MG,Senhora de Oliveira,36470-000 a 36474-999
MG,Senhora do Porto,39745-000 a 39749-999
MG,Senhora dos Remédios,36275-000 a 36279-999
MG,Sericita,35368-000 a 35369-999
MG,Seritinga,37454-000 a 37455-999
MG,Serra Azul de Minas,39165-000 a 39169-999
MG,Serra da Saudade,35617-000 a 35619-999
MG,Serra do Salitre,38760-000 a 38769-999
MG,Serra dos Aimorés,39868-000 a 39869-999
MG,Serrania,37143-000 a 37143-999
MG,Serranos,37452-000 a 37453-999
MG,Serranópolis de Minas,39518-000 a 39519-999
MG,Serro,39150-000 a 39159-999
MG,Sete Lagoas,35700-001 a 35719-999
MG,Sete Lagoas,35700-001 a 35718-999
MG,Setubinha,39688-000 a 39689-999
MG,Silverânia,36185-000 a 36189-999
MG,Silvianópolis,37589-000 a 37589-999
MG,Simonésia,36930-000 a 36939-999
MG,Simão Pereira,36123-000 a 36125-999
MG,Sobrália,35144-000 a 35145-999
MG,Soledade de Minas,37478-000 a 37479-999
MG,São Bento Abade,37407-000 a 37407-999
MG,São Brás do Suaçuí,35495-000 a 35496-999
MG,São Domingos das Dores,35335-000 a 35337-999
MG,São Domingos do Prata,35993-000 a 35999-999
MG,São Francisco,39300-000 a 39316-999
MG,São Francisco de Paula,35543-000 a 35543-999
MG,São Francisco de Sales,38260-000 a 38269-999
MG,São Francisco do Glória,36810-000 a 36814-999
MG,São Félix de Minas,35275-000 a 35276-999
MG,São Geraldo,36530-000 a 36539-999
MG,São Geraldo da Piedade,39723-000 a 39724-999
MG,São Geraldo do Baixio,35258-000 a 35259-999
MG,São Gonçalo do Abaeté,38790-000 a 38793-999
MG,São Gonçalo do Pará,35544-000 a 35544-999
MG,São Gonçalo do Rio Abaixo,35935-000 a 35937-999
MG,São Gonçalo do Rio Preto,39185-000 a 39187-999
MG,São Gonçalo do Sapucaí,37490-000 a 37495-999
MG,São Gotardo,38800-000 a 38804-999
MG,São Joaquim de Bicas,32920-000 a 32999-999
MG,São José da Barra,37945-000 a 37947-999
MG,São José da Lapa,33350-000 a 33399-999
MG,São José da Safira,39785-000 a 39789-999
MG,São José da Varginha,35694-000 a 35694-999
MG,São José do Alegre,37510-000 a 37510-999
MG,São José do Divino,39848-000 a 39849-999
MG,São José do Goiabal,35986-000 a 35992-999
MG,São José do Jacuri,39707-000 a 39707-999
MG,São José do Mantimento,36990-000 a 36999-999
MG,São João Batista do Glória,37920-000 a 37921-999
MG,São João Del Rei,36300-001 a 36319-999
MG,São João Del Rei,36300-001 a 36314-999
MG,São João Evangelista,39704-000 a 39706-999
MG,São João Nepomuceno,36680-001 a 36689-999
MG,São João Nepomuceno,36680-001 a 36687-999
MG,São João da Lagoa,39355-000 a 39359-999
MG,São João da Mata,37568-000 a 37569-999
MG,São João da Ponte,39430-000 a 39436-999
MG,São João das Missões,39475-000 a 39477-999
MG,São João do Manhuaçu,36918-000 a 36919-999
MG,São João do Manteninha,35277-000 a 35279-999
MG,São João do Oriente,35146-000 a 35146-999
MG,São João do Pacuí,39365-000 a 39369-999
MG,São João do Paraíso,39540-000 a 39546-999
MG,São Lourenço,37470-000 a 37471-999
MG,São Miguel do Anta,36590-000 a 36591-999
MG,São Pedro da União,37855-000 a 37859-999
MG,São Pedro do Suaçuí,39784-000 a 39784-999
MG,São Pedro dos Ferros,35360-000 a 35363-999
MG,São Romão,39290-000 a 39294-999
MG,São Roque de Minas,37927-000 a 37929-999
MG,São Sebastião da Bela Vista,37567-000 a 37567-999
MG,São Sebastião da Vargem Alegre,36793-000 a 36794-999
MG,São Sebastião do Anta,35334-000 a 35334-999
MG,São Sebastião do Maranhão,39795-000 a 39799-999
MG,São Sebastião do Oeste,35567-000 a 35567-999
MG,São Sebastião do Paraíso,37950-000 a 37959-999
MG,São Sebastião do Rio Preto,35815-000 a 35819-999
MG,São Sebastião do Rio Verde,37467-000 a 37467-999
MG,São Thomé das Letras,37408-000 a 37409-999
MG,São Tiago,36350-000 a 36359-999
MG,São Tomás de Aquino,37960-000 a 37964-999
MG,São Vicente de Minas,37370-000 a 37399-999
MG,Tabuleiro,36165-000 a 36169-999
MG,Taiobeiras,39550-000 a 39552-999
MG,Taparuba,36953-000 a 36954-999
MG,Tapira,38185-000 a 38189-999
MG,Tapiraí,38980-000 a 38989-999
MG,Taquaraçu de Minas,33980-000 a 33999-999
MG,Tarumirim,35140-000 a 35143-999
MG,Teixeiras,36580-000 a 36584-999
MG,Teófilo Otoni,39800-001 a 39809-999
MG,Teófilo Otoni,39800-001 a 39805-999
MG,Timóteo,35180-001 a 35184-999
MG,Timóteo,35180-001 a 35184-999
MG,Tiradentes,36325-000 a 36327-999
MG,Tiros,38880-000 a 38899-999
MG,Tocantins,36512-000 a 36512-999
MG,Tocos do Moji,37563-000 a 37563-999
MG,Toledo,37630-000 a 37639-999
MG,Tombos,36844-000 a 36846-999
MG,Três Corações,37410-001 a 37419-999
MG,Três Corações,37410-001 a 37418-999
MG,Três Marias,39205-000 a 39209-999
MG,Três Pontas,37190-000 a 37194-999
MG,Tumiritinga,35125-000 a 35129-999
MG,Tupaciguara,38480-000 a 38489-999
MG,Turmalina,39660-000 a 39662-999
MG,Turvolândia,37496-000 a 37497-999
MG,Ubaporanga,35338-000 a 35339-999
MG,Ubaí,39320-000 a 39327-999
MG,Uberaba,38000-001 a 38107-999
MG,Uberaba,38000-001 a 38099-999
MG,Uberlândia,38400-001 a 38439-999
MG,Uberlândia,38400-001 a 38438-999
MG,Ubá,36500-001 a 36509-999
MG,Ubá,36500-001 a 36508-999
MG,Umburatiba,39878-000 a 39879-999
MG,Unaí,38610-001 a 38624-999
MG,Unaí,38610-001 a 38623-999
MG,União de Minas,38288-000 a 38289-999
MG,Uruana de Minas,38630-000 a 38639-999
MG,Urucuia,38649-000 a 38649-999
MG,Urucânia,35380-000 a 35381-999
MG,Vargem Alegre,35199-000 a 35199-999
MG,Vargem Bonita,37922-000 a 37924-999
MG,Vargem Grande do Rio Pardo,39535-000 a 39535-999
MG,Varginha,37000-001 a 37109-999
MG,Varginha,37000-001 a 37109-999
MG,Varjão de Minas,38794-000 a 38799-999
MG,Varzelândia,39450-000 a 39454-999
MG,Vazante,38780-000 a 38784-999
MG,Verdelândia,39458-000 a 39459-999
MG,Veredinha,39663-000 a 39664-999
MG,Vermelho Novo,35359-000 a 35359-999
MG,Veríssimo,38150-000 a 38159-999
MG,Vespasiano,33200-001 a 33229-999
MG,Vespasiano,33200-001 a 33207-999
MG,Vieiras,36895-000 a 36899-999
MG,Virgem da Lapa,39630-000 a 39634-999
MG,Virginópolis,39730-000 a 39734-999
MG,Virgolândia,39715-000 a 39717-999
MG,Virgínia,37465-000 a 37465-999
MG,Visconde do Rio Branco,36520-000 a 36524-999
MG,Viçosa,36570-001 a 36579-999
MG,Viçosa,36570-001 a 36578-999
MG,Volta Grande,36720-000 a 36724-999
MG,Várzea da Palma,39260-000 a 39269-999
MG,Wenceslau Braz,37512-000 a 37513-999
MG,Água Boa,39790-000 a 39794-999
MG,Água Comprida,38110-000 a 38119-999
MG,Águas Formosas,39880-000 a 39884-999
MG,Águas Vermelhas,39990-000 a 39994-999
MS,Alcinópolis,79530-000 a 79539-999
MS,Amambaí,79990-000 a 79994-999
MS,Anastácio,79210-000 a 79214-999
MS,Anaurilândia,79770-000 a 79779-999
MS,Angélica,79785-000 a 79789-999
MS,Antônio João,79910-000 a 79919-999
MS,Aparecida do Taboado,79570-000 a 79579-999
MS,Aquidauana,79200-000 a 79209-999
MS,Aral Moreira,79930-000 a 79934-999
MS,Bandeirantes,79430-000 a 79439-999
MS,Bataguassu,79780-000 a 79784-999
MS,Batayporã,79760-000 a 79764-999
MS,Bela Vista,79260-000 a 79269-999
MS,Bodoquena,79390-000 a 79399-999
MS,Bonito,79290-000 a 79299-999
MS,Brasilândia,79670-000 a 79679-999
MS,Caarapó,79940-000 a 79949-999
MS,Camapuã,79420-000 a 79427-999
MS,Campo Grande,79000-001 a 79129-999
MS,Campo Grande,79000-001 a 79124-999
MS,Caracol,79270-000 a 79279-999
MS,Cassilândia,79540-000 a 79549-999
MS,Chapadão do Sul,79560-000 a 79569-999
MS,Corguinho,79460-000 a 79469-999
MS,Coronel Sapucaia,79995-000 a 79999-999
MS,Corumbá,79300-001 a 79369-999
MS,Corumbá,79300-001 a 79349-999
MS,Costa Rica,79550-000 a 79555-999
MS,Coxim,79400-000 a 79409-999
MS,Deodápolis,79790-000 a 79799-999
MS,Dois Irmãos do Buriti,79215-000 a 79219-999
MS,Douradina,79880-000 a 79889-999
MS,Dourados,79800-001 a 79879-999
MS,Dourados,79800-001 a 79849-999
MS,Eldorado,79970-000 a 79974-999
MS,Figueirão,79428-000 a 79429-999
MS,Fátima do Sul,79700-000 a 79709-999
MS,Glória de Dourados,79730-000 a 79739-999
MS,Guia Lopes da Laguna,79230-000 a 79239-999
MS,Iguatemi,79960-000 a 79964-999
MS,Inocência,79580-000 a 79589-999
MS,Itaporã,79890-000 a 79899-999
MS,Itaquiraí,79965-000 a 79969-999
MS,Ivinhema,79740-000 a 79744-999
MS,Japorã,79985-000 a 79989-999
MS,Jaraguari,79440-000 a 79449-999
MS,Jardim,79240-000 a 79259-999
MS,Jateí,79720-000 a 79729-999
MS,Jutí,79955-000 a 79959-999
MS,Ladário,79370-000 a 79379-999
MS,Laguna Carapã,79920-000 a 79924-999
MS,Maracaju,79150-000 a 79169-999
MS,Miranda,79380-000 a 79389-999
MS,Mundo Novo,79980-000 a 79984-999
MS,Naviraí,79950-000 a 79954-999
MS,Nioaque,79220-000 a 79229-999
MS,Nova Alvorada do Sul,79140-000 a 79149-999
