-- state,locality,postcode_range
PE,São Lourenço da Mata,54700-001 a 54749-999
PE,São Lourenço da Mata,54700-001 a 54748-999
PE,São Vicente Ferrer,55860-000 a 55864-999
PE,Tabira,56780-000 a 56794-999
PE,Tacaimbó,55140-000 a 55149-999
PE,Tacaratu,56480-000 a 56499-999
PE,Tamandaré,55578-000 a 55579-999
PE,Taquaritinga do Norte,55790-000 a 55799-999
PE,Terezinha,55305-000 a 55309-999
PE,Terra Nova,56190-000 a 56199-999
PE,Timbaúba,55870-000 a 55879-999
PE,Toritama,55125-000 a 55129-999
PE,Tracunhaém,55805-000 a 55809-999
PE,Trindade,56250-000 a 56259-999
PE,Triunfo,56870-000 a 56894-999
PE,Tupanatinga,56540-000 a 56549-999
PE,Tuparetama,56760-000 a 56779-999
PE,Venturosa,55270-000 a 55279-999
PE,Verdejante,56120-000 a 56129-999
PE,Vertente do Lério,55760-000 a 55764-999
PE,Vertentes,55770-000 a 55779-999
PE,Vicência,55850-000 a 55859-999
PE,Vitória de Santo Antão,55600-001 a 55619-999
PE,Vitória de Santo Antão,55600-001 a 55617-999
PE,Xexéu,55555-000 a 55559-999
PE,Água Preta,55550-000 a 55554-999
PE,Águas Belas,55340-000 a 55344-999
PI,Acauã,64748-000 a 64749-999
PI,Agricolândia,64440-000 a 64444-999
PI,Alagoinha do Piauí,64655-000 a 64659-999
PI,Alegrete do Piauí,64675-000 a 64677-999
PI,Alto Longá,64360-000 a 64364-999
PI,Altos,64290-000 a 64294-999
PI,Alvorada do Gurguéia,64923-000 a 64924-999
PI,Amarante,64400-000 a 64409-999
PI,Angical do Piauí,64410-000 a 64414-999
PI,Antônio Almeida,64855-000 a 64857-999
PI,Anísio de Abreu,64780-000 a 64781-999
PI,Aroazes,64310-000 a 64314-999
PI,Aroeiras do Itaim,64612-000 a 64612-999
PI,Arraial,64480-000 a 64489-999
PI,Assunção do Piauí,64333-000 a 64334-999
PI,Avelino Lopes,64965-000 a 64967-999
PI,Baixa Grande do Ribeiro,64868-000 a 64869-999
PI,Barra D'Alcântara,64528-000 a 64529-999
PI,Barras,64100-000 a 64104-999
PI,Barreiras do Piauí,64990-000 a 64992-999
PI,Barro Duro,64455-000 a 64459-999
PI,Batalha,64190-000 a 64199-999
PI,Bela Vista do Piauí,64705-000 a 64709-999
PI,Belém do Piauí,64678-000 a 64679-999
PI,Beneditinos,64380-000 a 64387-999
PI,Bertolínia,64870-000 a 64872-999
PI,Betânia do Piauí,64753-000 a 64754-999
PI,Boa Hora,64108-000 a 64109-999
PI,Bocaina,64630-000 a 64634-999
PI,Bom Jesus,64900-000 a 64904-999
PI,Bom Princípio do Piauí,64225-000 a 64227-999
PI,Bonfim do Piauí,64775-000 a 64777-999
PI,Boqueirão do Piauí,64283-000 a 64284-999
PI,Brasileira,64265-000 a 64269-999
PI,Brejo do Piauí,64895-000 a 64897-999
PI,Buriti dos Lopes,64230-000 a 64232-999
PI,Buriti dos Montes,64345-000 a 64349-999
PI,Cabeceiras do Piauí,64105-000 a 64107-999
PI,Cajazeiras do Piauí,64514-000 a 64515-999
PI,Cajueiro da Praia,64222-000 a 64223-999
PI,Caldeirão Grande do Piauí,64695-000 a 64699-999
PI,Campinas do Piauí,64730-000 a 64739-999
PI,Campo Alegre do Fidalgo,64767-000 a 64767-999
PI,Campo Grande do Piauí,64578-000 a 64579-999
PI,Campo Largo do Piauí,64148-000 a 64149-999
PI,Campo Maior,64280-000 a 64282-999
PI,Canavieira,64833-000 a 64834-999
PI,Canto do Buriti,64890-000 a 64892-999
PI,Capitão Gervásio Oliveira,64763-000 a 64763-999
PI,Capitão de Campos,64270-000 a 64274-999
PI,Caracol,64795-000 a 64797-999
PI,Caraúbas do Piauí,64233-000 a 64234-999
PI,Caridade do Piauí,64590-000 a 64594-999
PI,Castelo do Piauí,64340-000 a 64342-999
PI,Caxingó,64228-000 a 64229-999
PI,Cocal,64235-000 a 64237-999
PI,Cocal de Telha,64278-000 a 64279-999
PI,Cocal dos Alves,64238-000 a 64239-999
PI,Coivaras,64335-000 a 64339-999
PI,Colônia do Gurguéia,64885-000 a 64889-999
PI,Colônia do Piauí,64516-000 a 64517-999
PI,Conceição do Canindé,64740-000 a 64744-999
PI,Coronel José Dias,64793-000 a 64794-999
PI,Corrente,64980-000 a 64984-999
PI,Cristalândia do Piauí,64995-000 a 64999-999
PI,Cristino Castro,64920-000 a 64922-999
PI,Curimatá,64960-000 a 64962-999
PI,Currais,64905-000 a 64909-999
PI,Curral Novo do Piauí,64595-000 a 64599-999
PI,Curralinhos,64453-000 a 64454-999
PI,Demerval Lobão,64390-000 a 64394-999
PI,Dirceu Arcoverde,64785-000 a 64787-999
PI,Dom Expedito Lopes,64620-000 a 64624-999
PI,Dom Inocêncio,64790-000 a 64792-999
PI,Domingos Mourão,64250-000 a 64252-999
PI,Elesbão Veloso,64325-000 a 64329-999
PI,Eliseu Martins,64880-000 a 64884-999
PI,Esperantina,64180-000 a 64189-999
PI,Fartura do Piauí,64788-000 a 64789-999
PI,Flores do Piauí,64815-000 a 64819-999
PI,Floresta do Piauí,64563-000 a 64564-999
PI,Floriano,64800-001 a 64814-999
PI,Floriano,64800-001 a 64809-999
PI,Francinópolis,64520-000 a 64524-999
PI,Francisco Ayres,64475-000 a 64479-999
PI,Francisco Macedo,64683-000 a 64684-999
PI,Francisco Santos,64645-000 a 64649-999
PI,Fronteiras,64690-000 a 64694-999
PI,Geminiano,64613-000 a 64614-999
PI,Gilbués,64930-000 a 64939-999
PI,Guadalupe,64840-000 a 64844-999
PI,Guaribas,64798-000 a 64799-999
PI,Hugo Napoleão,64470-000 a 64474-999
PI,Ilha Grande,64224-000 a 64224-999
PI,Inhuma,64535-000 a 64539-999
PI,Ipiranga do Piauí,64540-000 a 64544-999
PI,Isaías Coelho,64570-000 a 64572-999
PI,Itainópolis,64565-000 a 64567-999
PI,Itaueira,64820-000 a 64824-999
PI,Jacobina do Piauí,64755-000 a 64757-999
PI,Jaicós,64575-000 a 64577-999
PI,Jardim do Mulato,64495-000 a 64499-999
PI,Jatobá do Piauí,64275-000 a 64277-999
PI,Jerumenha,64830-000 a 64832-999
PI,Joaquim Pires,64170-000 a 64174-999
PI,Joca Marques,64165-000 a 64167-999
PI,José de Freitas,64110-000 a 64119-999
PI,João Costa,64765-000 a 64766-999
PI,Juazeiro do Piauí,64343-000 a 64344-999
PI,Jurema,64782-000 a 64782-999
PI,Júlio Borges,64963-000 a 64964-999
PI,Lagoa Alegre,64138-000 a 64139-999
PI,Lagoa de São Francisco,64258-000 a 64259-999
PI,Lagoa do Barro do Piauí,64768-000 a 64769-999
PI,Lagoa do Piauí,64388-000 a 64389-999
PI,Lagoa do Sítio,64308-000 a 64309-999
PI,Lagoinha do Piauí,64465-000 a 64467-999
PI,Landri Sales,64850-000 a 64854-999
PI,Luzilândia,64160-000 a 64164-999
PI,Luís Correia,64220-000 a 64221-999
PI,Madeiro,64168-000 a 64169-999
PI,Manoel Emídio,64875-000 a 64879-999
PI,Marcolândia,64685-000 a 64687-999
PI,Marcos Parente,64845-000 a 64849-999
PI,Massapê do Piauí,64573-000 a 64574-999
PI,Matias Olímpio,64150-000 a 64154-999
PI,Miguel Alves,64130-000 a 64137-999
PI,Miguel Leão,64445-000 a 64449-999
PI,Milton Brandão,64253-000 a 64254-999
PI,Monsenhor Gil,64450-000 a 64452-999
PI,Monsenhor Hipólito,64650-000 a 64654-999
PI,Monte Alegre do Piauí,64940-000 a 64944-999
PI,Morro Cabeça no Tempo,64968-000 a 64969-999
PI,Morro do Chapéu do Piauí,64178-000 a 64179-999
PI,Murici dos Portelas,64175-000 a 64177-999
PI,Nazaré do Piauí,64825-000 a 64829-999
PI,Nazária,64415-000 a 64419-999
PI,Nossa Senhora de Nazaré,64288-000 a 64289-999
PI,Nossa Senhora dos Remédios,64140-000 a 64144-999
PI,Nova Santa Rita,64764-000 a 64764-999
PI,Novo Oriente do Piauí,64530-000 a 64534-999
PI,Novo Santo Antônio,64365-000 a 64369-999
PI,Oeiras,64500-000 a 64509-999
PI,Olho D'Água do Piauí,64468-000 a 64469-999
PI,Padre Marcos,64680-000 a 64682-999
PI,Paes Landim,64710-000 a 64719-999
PI,Pajeú do Piauí,64898-000 a 64899-999
PI,Palmeira do Piauí,64925-000 a 64929-999
PI,Palmeirais,64420-000 a 64429-999
PI,Paquetá,64618-000 a 64619-999
PI,Parnaguá,64970-000 a 64974-999
PI,Parnaíba,64200-001 a 64219-999
PI,Parnaíba,64200-001 a 64219-999
PI,Passagem Franca do Piauí,64395-000 a 64399-999
PI,Patos do Piauí,64580-000 a 64584-999
PI,Pau D'Arco do Piauí,64295-000 a 64299-999
PI,Paulistana,64750-000 a 64752-999
PI,Pavussu,64838-000 a 64839-999
PI,Pedro II,64255-000 a 64257-999
PI,Pedro Laurentino,64728-000 a 64729-999
PI,Picos,64600-001 a 64609-999
PI,Picos,64600-001 a 64608-999
PI,Pimenteiras,64320-000 a 64324-999
PI,Pio IX,64660-000 a 64669-999
PI,Piracuruca,64240-000 a 64242-999
PI,Piripiri,64260-000 a 64264-999
PI,Porto,64145-000 a 64147-999
PI,Porto Alegre do Piauí,64858-000 a 64859-999
PI,Prata do Piauí,64370-000 a 64374-999
PI,Queimada Nova,64758-000 a 64759-999
PI,Redenção do Gurguéia,64915-000 a 64919-999
PI,Regeneração,64490-000 a 64494-999
PI,Riacho Frio,64975-000 a 64979-999
PI,Ribeira do Piauí,64725-000 a 64727-999
PI,Ribeiro Gonçalves,64865-000 a 64867-999
PI,Rio Grande do Piauí,64835-000 a 64837-999
PI,Santa Cruz do Piauí,64545-000 a 64547-999
PI,Santa Cruz dos Milagres,64315-000 a 64319-999
PI,Santa Filomena,64945-000 a 64959-999
PI,Santa Luz,64910-000 a 64914-999
PI,Santa Rosa do Piauí,64518-000 a 64519-999
PI,Santana do Piauí,64615-000 a 64617-999
PI,Santo Antônio de Lisboa,64640-000 a 64644-999
PI,Santo Antônio dos Milagres,64438-000 a 64439-999
PI,Santo Inácio do Piauí,64560-000 a 64562-999
PI,Sebastião Barros,64985-000 a 64989-999
PI,Sebastião Leal,64873-000 a 64874-999
PI,Sigefredo Pacheco,64285-000 a 64287-999
PI,Simplício Mendes,64700-000 a 64704-999
PI,Simões,64585-000 a 64589-999
PI,Socorro do Piauí,64720-000 a 64724-999
PI,Sussuapara,64610-000 a 64611-999
PI,São Braz do Piauí,64783-000 a 64784-999
PI,São Francisco de Assis do Piauí,64745-000 a 64747-999
PI,São Francisco do Piauí,64550-000 a 64554-999
PI,São Félix do Piauí,64375-000 a 64377-999
PI,São Gonçalo do Gurguéia,64993-000 a 64994-999
PI,São Gonçalo do Piauí,64435-000 a 64437-999
PI,São José do Divino,64245-000 a 64249-999
PI,São José do Peixe,64555-000 a 64557-999
PI,São José do Piauí,64625-000 a 64629-999
PI,São João da Canabrava,64635-000 a 64637-999
PI,São João da Fronteira,64243-000 a 64244-999
PI,São João da Serra,64350-000 a 64359-999
PI,São João da Varjota,64510-000 a 64511-999
PI,São João do Arraial,64155-000 a 64159-999
PI,São João do Piauí,64760-000 a 64762-999
PI,São Julião,64670-000 a 64674-999
PI,São Lourenço do Piauí,64778-000 a 64779-999
PI,São Luís do Piauí,64638-000 a 64639-999
PI,São Miguel da Baixa Grande,64378-000 a 64379-999
PI,São Miguel do Fidalgo,64558-000 a 64559-999
PI,São Miguel do Tapuio,64330-000 a 64332-999
PI,São Pedro do Piauí,64430-000 a 64434-999
PI,São Raimundo Nonato,64770-000 a 64772-999
PI,Tamboril do Piauí,64893-000 a 64894-999
PI,Tanque do Piauí,64512-000 a 64513-999
PI,Teresina,64000-001 a 64099-999
PI,Teresina,64000-001 a 64099-999
PI,União,64120-000 a 64125-999
PI,Uruçuí,64860-000 a 64864-999
PI,Valença do Piauí,64300-000 a 64307-999
PI,Vera Mendes,64568-000 a 64569-999
PI,Vila Nova do Piauí,64688-000 a 64689-999
PI,Várzea Branca,64773-000 a 64774-999
PI,Várzea Grande,64525-000 a 64527-999
PI,Wall Ferraz,64548-000 a 64549-999
PI,Água Branca,64460-000 a 64464-999
PR,Abatiá,86460-000 a 86464-999
PR,Adrianópolis,83490-000 a 83499-999
PR,Agudos do Sul,83850-000 a 83859-999
PR,Almirante Tamandaré,83500-001 a 83534-999
PR,Almirante Tamandaré,83500-001 a 83529-999
PR,Altamira do Paraná,85280-000 a 85299-999
PR,Alto Paraná,87750-000 a 87759-999
PR,Alto Paraíso,87528-000 a 87529-999
PR,Alto Piquiri,87580-000 a 87594-999
PR,Altônia,87550-000 a 87554-999
PR,Alvorada do Sul,86150-000 a 86159-999
PR,Amaporã,87850-000 a 87859-999
PR,Ampére,85640-000 a 85649-999
PR,Anahy,85425-000 a 85429-999
PR,Andirá,86380-000 a 86384-999
PR,Antonina,83370-000 a 83389-999
PR,Antônio Olinto,83980-000 a 83999-999
PR,Apucarana,86800-001 a 86819-999
PR,Apucarana,86800-001 a 86815-999
PR,Arapongas,86700-001 a 86719-999
PR,Arapongas,86700-001 a 86716-999
PR,Arapoti,84990-000 a 84999-999
PR,Arapuã,86884-000 a 86889-999
PR,Araruna,87260-000 a 87264-999
PR,Araucária,83700-001 a 83729-999
PR,Araucária,83700-001 a 83724-999
PR,Ariranha do Ivaí,86880-000 a 86883-999
PR,Assaí,86220-000 a 86224-999
PR,Assis Chateaubriand,85935-000 a 85939-999
PR,Astorga,86730-000 a 86749-999
PR,Atalaia,87630-000 a 87639-999
PR,Balsa Nova,83650-000 a 83699-999
PR,Bandeirantes,86360-000 a 86369-999
PR,Barbosa Ferraz,86960-000 a 86969-999
PR,Barra do Jacaré,86385-000 a 86389-999
PR,Barracão,85700-000 a 85707-999
PR,Bela Vista da Caroba,85745-000 a 85749-999
PR,Bela Vista do Paraíso,86130-000 a 86139-999
PR,Bituruna,84640-000 a 84659-999
PR,Boa Esperança,87390-000 a 87394-999
PR,Boa Esperança do Iguaçu,85680-000 a 85684-999
PR,Boa Ventura de São Roque,85225-000 a 85229-999
PR,Boa Vista da Aparecida,85780-000 a 85789-999
PR,Bocaiúva do Sul,83450-000 a 83479-999
PR,Bom Jesus do Sul,85708-000 a 85709-999
PR,Bom Sucesso,86940-000 a 86944-999
PR,Bom Sucesso do Sul,85515-000 a 85519-999
PR,Borrazópolis,86925-000 a 86929-999
PR,Braganey,85430-000 a 85439-999
PR,Brasilândia do Sul,87595-000 a 87599-999
PR,Cafeara,86640-000 a 86649-999
PR,Cafelândia,85415-000 a 85419-999
PR,Cafezal do Sul,87565-000 a 87569-999
PR,Califórnia,86820-000 a 86824-999
PR,Cambará,86390-000 a 86399-999
PR,Cambira,86890-000 a 86894-999
PR,Cambé,86180-001 a 86199-999
PR,Cambé,86180-001 a 86195-999
PR,Campina Grande do Sul,83430-000 a 83449-999
PR,Campina da Lagoa,87345-000 a 87354-999
PR,Campina do Simão,85148-000 a 85149-999
PR,Campo Bonito,85450-000 a 85459-999
PR,Campo Largo,83600-001 a 83649-999
PR,Campo Largo,83600-001 a 83640-999
PR,Campo Magro,83535-000 a 83539-999
PR,Campo Mourão,87300-001 a 87319-999
PR,Campo Mourão,87300-001 a 87314-999
PR,Campo do Tenente,83870-000 a 83879-999
PR,Candói,85140-000 a 85144-999
PR,Cantagalo,85160-000 a 85161-999
PR,Capanema,85760-000 a 85769-999
PR,Capitão Leônidas Marques,85790-000 a 85794-999
PR,Carambeí,84145-000 a 84149-999
PR,Carlópolis,86420-000 a 86429-999
PR,Cascavel,85800-001 a 85824-999
PR,Cascavel,85800-001 a 85820-999
PR,Castro,84160-001 a 84199-999
PR,Castro,84160-001 a 84184-999
PR,Catanduvas,85470-000 a 85477-999
PR,Centenário do Sul,86630-000 a 86634-999
PR,Cerro Azul,83570-000 a 83589-999
PR,Chopinzinho,85560-000 a 85564-999
PR,Cianorte,87200-001 a 87214-999
PR,Cianorte,87200-001 a 87212-999
PR,Cidade Gaúcha,87820-000 a 87829-999
PR,Clevelândia,85530-000 a 85539-999
PR,Colombo,83400-001 a 83419-999
PR,Colombo,83400-001 a 83415-999
PR,Colorado,86690-000 a 86699-999
PR,Congonhinhas,86320-000 a 86329-999
PR,Conselheiro Mairinck,86480-000 a 86489-999
PR,Contenda,83730-000 a 83749-999
PR,Corbélia,85420-000 a 85422-999
PR,Cornélio Procópio,86300-000 a 86309-999
PR,Coronel Domingos Soares,85557-000 a 85559-999
PR,Coronel Vivida,85550-000 a 85554-999
PR,Corumbataí do Sul,86970-000 a 86974-999
PR,Cruz Machado,84620-000 a 84629-999
PR,Cruzeiro do Iguaçu,85598-000 a 85599-999
PR,Cruzeiro do Oeste,87400-000 a 87429-999
PR,Cruzeiro do Sul,87650-000 a 87659-999
PR,Cruzmaltina,86855-000 a 86859-999
PR,Curitiba,80000-001 a 82999-999
PR,Curitiba,80000-001 a 82999-999
PR,Curiúva,84280-000 a 84284-999
PR,Cândido de Abreu,84470-000 a 84499-999
PR,Céu Azul,85840-000 a 85844-999
PR,Diamante d'Oeste,85896-000 a 85897-999
PR,Diamante do Norte,87990-000 a 87999-999
PR,Diamante do Sul,85408-000 a 85409-999
PR,Dois Vizinhos,85660-000 a 85669-999
PR,Douradina,87485-000 a 87489-999
PR,Doutor Camargo,87155-000 a 87159-999
PR,Doutor Ulysses,83590-000 a 83599-999
PR,Engenheiro Beltrão,87270-000 a 87279-999
PR,Entre Rios do Oeste,85988-000 a 85989-999
PR,Enéas Marques,85630-000 a 85634-999
PR,Esperança Nova,87545-000 a 87549-999
PR,Espigão Alto do Iguaçu,85465-000 a 85469-999
PR,Farol,87325-000 a 87329-999
PR,Faxinal,86840-000 a 86844-999
PR,Fazenda Rio Grande,83820-001 a 83839-999
PR,Fazenda Rio Grande,83820-001 a 83835-999
PR,Fernandes Pinheiro,84535-000 a 84549-999
PR,Figueira,84285-000 a 84289-999
PR,Flor da Serra do Sul,85618-000 a 85619-999
PR,Floraí,87185-000 a 87189-999
PR,Floresta,87120-000 a 87129-999
PR,Florestópolis,86165-000 a 86169-999
PR,Flórida,86780-000 a 86789-999
PR,Formosa do Oeste,85830-000 a 85832-999
PR,Foz do Iguaçu,85850-001 a 85874-999
PR,Foz do Iguaçu,85850-001 a 85871-999
PR,Foz do Jordão,85145-000 a 85147-999
PR,Francisco Alves,87570-000 a 87579-999
PR,Francisco Beltrão,85600-001 a 85609-999
PR,Francisco Beltrão,85600-001 a 85606-999
PR,Fênix,86950-000 a 86959-999
PR,General Carneiro,84660-000 a 84899-999
PR,Godoy Moreira,86938-000 a 86939-999
PR,Goioerê,87360-000 a 87364-999
PR,Goioxim,85162-000 a 85167-999
PR,Grandes Rios,86845-000 a 86847-999
PR,Guairaçá,87880-000 a 87889-999
PR,Guamiranga,84435-000 a 84449-999
PR,Guapirama,86465-000 a 86469-999
PR,Guaporema,87810-000 a 87819-999
PR,Guaraci,86620-000 a 86629-999
PR,Guaraniaçu,85400-000 a 85407-999
PR,Guarapuava,85000-001 a 85139-999
PR,Guarapuava,85000-001 a 85100-999
PR,Guaraqueçaba,83390-000 a 83399-999
PR,Guaratuba,83280-000 a 83299-999
PR,Guaíra,85980-000 a 85987-999
PR,Honório Serpa,85548-000 a 85549-999
PR,Ibaiti,84900-000 a 84919-999
PR,Ibema,85478-000 a 85484-999
PR,Ibiporã,86200-000 a 86209-999
PR,Icaraíma,87530-000 a 87534-999
PR,Iguaraçu,86750-000 a 86754-999
PR,Iguatu,85423-000 a 85424-999
PR,Imbaú,84250-000 a 84259-999
PR,Imbituva,84430-000 a 84434-999
PR,Inajá,87670-000 a 87679-999
PR,Indianópolis,87235-000 a 87239-999
PR,Inácio Martins,85155-000 a 85159-999
PR,Ipiranga,84450-000 a 84459-999
PR,Iporã,87560-000 a 87564-999
PR,Iracema do Oeste,85833-000 a 85834-999
PR,Irati,84500-001 a 84509-999
PR,Irati,84500-001 a 84508-999
PR,Iretama,87280-000 a 87289-999
PR,Itaguajé,86670-000 a 86679-999
PR,Itaipulândia,85880-000 a 85883-999
PR,Itambaracá,86375-000 a 86379-999
PR,Itambé,87175-000 a 87179-999
PR,Itapejara d'Oeste,85580-000 a 85584-999
PR,Itaperuçu,83560-000 a 83569-999
PR,Itaúna do Sul,87980-000 a 87989-999
PR,Ivaiporã,86870-000 a 86879-999
PR,Ivatuba,87130-000 a 87139-999
PR,Ivaté,87525-000 a 87527-999
PR,Ivaí,84460-000 a 84469-999
PR,Jaboti,84930-000 a 84934-999
PR,Jacarezinho,86400-000 a 86409-999
PR,Jaguapitã,86610-000 a 86612-999
PR,Jaguariaíva,84200-000 a 84219-999
PR,Jandaia do Sul,86900-000 a 86909-999
PR,Janiópolis,87380-000 a 87389-999
PR,Japira,84920-000 a 84924-999
PR,Japurá,87225-000 a 87229-999
PR,Jardim Alegre,86860-000 a 86864-999
PR,Jardim Olinda,87690-000 a 87699-999
PR,Jataizinho,86210-000 a 86219-999
PR,Jesuítas,85835-000 a 85839-999
PR,Joaquim Távora,86455-000 a 86459-999
PR,Jundiaí do Sul,86470-000 a 86479-999
PR,Juranda,87355-000 a 87359-999
PR,Jussara,87230-000 a 87234-999
PR,Kaloré,86920-000 a 86924-999
PR,Lapa,83750-000 a 83799-999
PR,Laranjal,85275-000 a 85279-999
PR,Laranjeiras do Sul,85300-001 a 85339-999
PR,Laranjeiras do Sul,85300-001 a 85319-999
PR,Leópolis,86330-000 a 86339-999
PR,Lidianópolis,86865-000 a 86869-999
PR,Lindoeste,85826-000 a 85829-999
PR,Loanda,87900-000 a 87909-999
PR,Lobato,86790-000 a 86799-999
PR,Londrina,86000-001 a 86124-999
PR,Londrina,86000-001 a 86099-999
PR,Luiziana,87290-000 a 87299-999
PR,Lunardelli,86935-000 a 86937-999
PR,Lupionópolis,86635-000 a 86639-999
PR,Mallet,84570-000 a 84599-999
PR,Mamborê,87340-000 a 87344-999
PR,Mandaguari,86975-000 a 86989-999
PR,Mandaguaçu,87160-000 a 87169-999
PR,Mandirituba,83800-000 a 83819-999
PR,Manfrinópolis,85628-000 a 85629-999
PR,Mangueirinha,85540-000 a 85547-999
PR,Manoel Ribas,85260-000 a 85269-999
PR,Marechal Cândido Rondon,85960-000 a 85979-999
PR,Maria Helena,87480-000 a 87484-999
PR,Marialva,86990-000 a 86999-999
PR,Marilena,87960-000 a 87969-999
PR,Mariluz,87470-000 a 87479-999
PR,Marilândia do Sul,86825-000 a 86827-999
PR,Maringá,87000-001 a 87109-999
PR,Maringá,87000-001 a 87109-999
PR,Maripá,85955-000 a 85959-999
PR,Mariópolis,85525-000 a 85529-999
PR,Marmeleiro,85615-000 a 85617-999
PR,Marquinho,85168-000 a 85169-999
PR,Marumbi,86910-000 a 86919-999
PR,Matelândia,85887-000 a 85887-999
PR,Matinhos,83260-000 a 83279-999
PR,Mato Rico,85240-000 a 85249-999
PR,Mauá da Serra,86828-000 a 86829-999
PR,Medianeira,85884-000 a 85884-999
PR,Mercedes,85998-000 a 85999-999
PR,Mirador,87840-000 a 87849-999
PR,Miraselva,86615-000 a 86617-999
PR,Missal,85890-000 a 85891-999
PR,Moreira Sales,87370-000 a 87379-999
PR,Morretes,83350-000 a 83369-999
PR,Munhoz de Melo,86760-000 a 86769-999
PR,Nossa Senhora das Graças,86680-000 a 86689-999
PR,Nova Aliança do Ivaí,87790-000 a 87799-999
PR,Nova América da Colina,86230-000 a 86239-999
PR,Nova Aurora,85410-000 a 85414-999
PR,Nova Cantu,87330-000 a 87339-999
PR,Nova Esperança,87600-000 a 87629-999
PR,Nova Esperança do Sudoeste,85635-000 a 85639-999
PR,Nova Fátima,86310-000 a 86314-999
PR,Nova Laranjeiras,85350-000 a 85389-999
PR,Nova Londrina,87970-000 a 87979-999
PR,Nova Olímpia,87490-000 a 87499-999
PR,Nova Prata do Iguaçu,85685-000 a 85699-999
PR,Nova Santa Bárbara,86250-000 a 86269-999
PR,Nova Santa Rosa,85930-000 a 85932-999
PR,Nova Tebas,85250-000 a 85259-999
PR,Novo Itacolomi,86895-000 a 86899-999
PR,Ortigueira,84350-000 a 84399-999
PR,Ourizona,87170-000 a 87174-999
PR,Ouro Verde do Oeste,85933-000 a 85934-999
PR,Paiçandu,87140-000 a 87154-999
PR,Palmas,85555-000 a 85556-999
PR,Palmeira,84130-000 a 84139-999
PR,Palmital,85270-000 a 85274-999
PR,Palotina,85950-000 a 85954-999
PR,Paranacity,87660-000 a 87669-999
PR,Paranaguá,83200-001 a 83254-999
PR,Paranaguá,83200-001 a 83249-999
PR,Paranapoema,87680-000 a 87689-999
PR,Paranavaí,87700-001 a 87729-999
PR,Paranavaí,87700-001 a 87721-999
PR,Paraíso do Norte,87780-000 a 87789-999
PR,Pato Bragado,85948-000 a 85949-999
PR,Pato Branco,85500-001 a 85514-999
PR,Pato Branco,85500-001 a 85513-999
PR,Paula Freitas,84630-000 a 84634-999
PR,Paulo Frontin,84635-000 a 84639-999
PR,Peabiru,87250-000 a 87259-999
PR,Perobal,87538-000 a 87539-999
PR,Pinhais,83320-001 a 83349-999
PR,Pinhais,83320-001 a 83349-999
PR,Pinhal de São Bento,85727-000 a 85729-999
PR,Pinhalão,84925-000 a 84929-999
PR,Pinhão,85170-000 a 85194-999
PR,Piraquara,83300-001 a 83319-999
PR,Piraquara,83300-001 a 83318-999
PR,Piraí do Sul,84240-000 a 84249-999
PR,Pitanga,85200-000 a 85224-999
PR,Pitangueiras,86613-000 a 86614-999
PR,Piên,83860-000 a 83869-999
PR,Planaltina do Paraná,87860-000 a 87879-999
PR,Planalto,85750-000 a 85759-999
PR,Ponta Grossa,84000-001 a 84129-999
PR,Ponta Grossa,84000-001 a 84099-999
PR,Pontal do Paraná,83255-000 a 83259-999
PR,Porecatu,86160-000 a 86164-999
PR,Porto Amazonas,84140-000 a 84144-999
PR,Porto Barreiro,85345-000 a 85349-999
PR,Porto Rico,87950-000 a 87954-999
PR,Porto Vitória,84615-000 a 84619-999
PR,Prado Ferreira,86618-000 a 86619-999
PR,Pranchita,85730-000 a 85739-999
PR,Presidente Castelo Branco,87180-000 a 87184-999
PR,Primeiro de Maio,86140-000 a 86149-999
PR,Prudentópolis,84400-000 a 84429-999
PR,Pérola,87540-000 a 87544-999
PR,Pérola d'Oeste,85740-000 a 85744-999
PR,Quarto Centenário,87365-000 a 87369-999
PR,Quatiguá,86450-000 a 86454-999
PR,Quatro Barras,83420-000 a 83429-999
PR,Quatro Pontes,85940-000 a 85944-999
PR,Quedas do Iguaçu,85460-000 a 85464-999
PR,Querência do Norte,87930-000 a 87949-999
PR,Quinta do Sol,87265-000 a 87269-999
PR,Quitandinha,83840-000 a 83849-999
PR,Ramilândia,85888-000 a 85889-999
PR,Rancho Alegre,86290-000 a 86299-999
PR,Rancho Alegre d'Oeste,87395-000 a 87399-999
PR,Realeza,85770-000 a 85779-999
PR,Rebouças,84550-000 a 84559-999
PR,Renascença,85610-000 a 85614-999
PR,Reserva,84320-000 a 84344-999
PR,Reserva do Iguaçu,85195-000 a 85199-999
PR,Ribeirão Claro,86410-000 a 86419-999
PR,Ribeirão do Pinhal,86490-000 a 86599-999
PR,Rio Azul,84560-000 a 84569-999
PR,Rio Bom,86830-000 a 86839-999
PR,Rio Bonito do Iguaçu,85340-000 a 85344-999
PR,Rio Branco do Ivaí,86848-000 a 86849-999
PR,Rio Branco do Sul,83540-000 a 83559-999
PR,Rio Negro,83880-000 a 83899-999
PR,Rolândia,86600-001 a 86609-999
PR,Rolândia,86600-001 a 86609-999
PR,Roncador,87320-000 a 87324-999
PR,Rondon,87800-000 a 87809-999
PR,Rosário do Ivaí,86850-000 a 86854-999
PR,Sabáudia,86720-000 a 86729-999
PR,Salgado Filho,85620-000 a 85627-999
PR,Salto do Itararé,84945-000 a 84949-999
